0,0.000461538,0.000230769,0.000480769,0.000307692,0.000307692,0.000269231,0.00025,0.0005,0.000480769,0.000384615,0.000538462,0.000442308,0.000288462,0.000461538,0.000211538,0.000307692,0.000365385,0.000365385,0.000423077,0.00025,0.000326923,0.000461538,0.000288462,0.000403846,0.000365385,0.000365385,0.000307692,0.000288462,0.000346154,0.000384615,0.000423077,0.000326923,0.000365385,0.000326923,0.000307692,0.000365385,0.000423077,0.000365385,0.000403846,0.000326923,0.000346154,0.000307692,0.000288462,0.000461538,0.000384615,0.000326923,0.000538462,0.000442308,0.000442308,0.000403846,0.000423077,
0.000269231,0,0.000384615,0.000557692,0.000326923,0.000538462,0.000423077,0.000442308,0.000307692,0.000480769,0.000365385,0.000288462,0.000326923,0.000423077,0.000423077,0.000211538,0.000403846,0.000480769,0.000269231,0.000288462,0.000461538,0.000461538,0.000384615,0.000461538,0.000211538,0.000288462,0.000596154,0.000365385,0.000403846,0.000403846,0.000307692,0.000326923,0.000442308,0.000326923,0.000346154,0.000269231,0.000365385,0.000423077,0.000269231,0.000442308,0.000480769,0.000307692,0.000384615,0.00025,0.000307692,0.000288462,0.000269231,0.000403846,0.000288462,0.000384615,0.000269231,0.000519231,
0.000346154,0.000288462,0,0.000365385,0.000403846,0.000326923,0.000346154,0.000346154,0.000326923,0.000423077,0.000230769,0.000230769,0.000269231,0.000230769,0.000326923,0.000442308,0.000403846,0.000519231,0.000326923,0.000634615,0.000230769,0.000326923,0.000403846,0.000384615,0.000423077,0.000307692,0.00025,0.000480769,0.000461538,0.000288462,0.000480769,0.000211538,0.000423077,0.0005,0.000346154,0.000442308,0.000269231,0.000288462,0.0005,0.000346154,0.000384615,0.0005,0.000326923,0.000461538,0.000403846,0.000307692,0.0005,0.000384615,0.000403846,0.000288462,0.000403846,0.000288462,
0.000423077,0.00025,0.000326923,0,0.000307692,0.000461538,0.000519231,0.000153846,0.000288462,0.000403846,0.000230769,0.000211538,0.000442308,0.000480769,0.000461538,0.000461538,0.0005,0.000442308,0.000192308,0.000365385,0.000384615,0.000307692,0.000326923,0.000423077,0.000461538,0.000192308,0.000480769,0.000423077,0.000326923,0.000326923,0.000346154,0.000307692,0.000557692,0.000384615,0.000211538,0.000365385,0.000442308,0.0005,0.000480769,0.000211538,0.000461538,0.000557692,0.000346154,0.000269231,0.000307692,0.000307692,0.000461538,0.00025,0.000269231,0.000423077,0.0005,0.000403846,
0.000326923,0.000346154,0.000365385,0.000346154,0,0.000596154,0.000403846,0.000307692,0.00025,0.000230769,0.000403846,0.000557692,0.000365385,0.0005,0.000423077,0.000461538,0.000307692,0.000365385,0.000346154,0.000423077,0.000173077,0.000326923,0.000423077,0.000384615,0.000288462,0.000403846,0.000326923,0.000384615,0.000596154,0.000269231,0.00025,0.000403846,0.000346154,0.000346154,0.000538462,0.000346154,0.000519231,0.000519231,0.000288462,0.000346154,0.000288462,0.000384615,0.000346154,0.000269231,0.000384615,0.000346154,0.000365385,0.000346154,0.000230769,0.000288462,0.000442308,0.000384615,
0.000423077,0.000403846,0.000480769,0.000288462,0.000288462,0,0.0005,0.000365385,0.000288462,0.000365385,0.000288462,0.000403846,0.000346154,0.000326923,0.000384615,0.000307692,0.000461538,0.000442308,0.000288462,0.000384615,0.000326923,0.0005,0.000423077,0.000384615,0.000461538,0.000403846,0.000346154,0.000326923,0.000326923,0.000230769,0.000346154,0.000384615,0.000442308,0.000423077,0.000307692,0.000423077,0.000288462,0.000288462,0.000519231,0.000346154,0.000365385,0.000326923,0.000307692,0.000326923,0.000480769,0.000461538,0.0005,0.000211538,0.00025,0.000365385,0.000403846,0.000461538,
0.00025,0.000326923,0.000326923,0.000288462,0.000403846,0.000538462,0,0.000384615,0.000384615,0.000346154,0.000403846,0.000346154,0.000384615,0.000403846,0.000461538,0.000538462,0.000307692,0.000480769,0.000403846,0.000365385,0.000442308,0.000288462,0.00025,0.000346154,0.000403846,0.000461538,0.000307692,0.000307692,0.000346154,0.00025,0.000384615,0.000307692,0.000442308,0.000365385,0.000211538,0.000365385,0.000365385,0.000307692,0.000423077,0.000269231,0.000423077,0.000384615,0.000365385,0.000403846,0.000269231,0.000326923,0.000403846,0.000596154,0.000384615,0.000307692,0.000288462,0.000403846,
0.000461538,0.000326923,0.000307692,0.000538462,0.000269231,0.000326923,0.000346154,0,0.000346154,0.000307692,0.000519231,0.000365385,0.000153846,0.000442308,0.000461538,0.000615385,0.000384615,0.000326923,0.000423077,0.000326923,0.000307692,0.000211538,0.000326923,0.000480769,0.000346154,0.000461538,0.0005,0.000538462,0.000403846,0.000346154,0.000423077,0.000211538,0.000288462,0.000423077,0.000442308,0.000153846,0.00025,0.000269231,0.000576923,0.000307692,0.000365385,0.000384615,0.000288462,0.000384615,0.000269231,0.000346154,0.000365385,0.000480769,0.000365385,0.000269231,0.000480769,0.000307692,
0.000346154,0.000346154,0.000461538,0.000519231,0.000326923,0.0005,0.000346154,0.000423077,0,0.000326923,0.000480769,0.000461538,0.000365385,0.000403846,0.000365385,0.000423077,0.000288462,0.000365385,0.000346154,0.000596154,0.000326923,0.000403846,0.000230769,0.000326923,0.000346154,0.000326923,0.000403846,0.000326923,0.000288462,0.000326923,0.000326923,0.000346154,0.000403846,0.000480769,0.0005,0.000230769,0.00025,0.000269231,0.000288462,0.000461538,0.000288462,0.00025,0.000346154,0.000461538,0.000461538,0.000403846,0.000346154,0.000365385,0.000365385,0.00025,0.000403846,0.000403846,
0.000326923,0.000269231,0.000307692,0.000365385,0.000403846,0.000403846,0.000346154,0.000442308,0.000384615,0,0.000384615,0.000403846,0.000423077,0.000480769,0.000384615,0.00025,0.000538462,0.000365385,0.000423077,0.00025,0.000384615,0.000346154,0.000230769,0.000326923,0.000365385,0.000384615,0.000326923,0.000346154,0.000307692,0.000346154,0.000384615,0.000288462,0.000480769,0.000365385,0.0005,0.00025,0.000384615,0.000423077,0.000423077,0.000365385,0.000346154,0.000365385,0.000461538,0.000365385,0.000384615,0.000307692,0.000384615,0.000230769,0.000480769,0.000461538,0.000307692,0.000307692,
0.000346154,0.000442308,0.000346154,0.000384615,0.000365385,0.00025,0.000326923,0.000423077,0.000384615,0.000153846,0,0.000365385,0.000326923,0.000365385,0.000288462,0.000346154,0.000269231,0.000346154,0.000365385,0.000557692,0.000576923,0.000423077,0.000346154,0.000346154,0.00025,0.000326923,0.000326923,0.000384615,0.000365385,0.000423077,0.000288462,0.000403846,0.000403846,0.000442308,0.000384615,0.000384615,0.0005,0.000442308,0.000288462,0.000403846,0.000423077,0.0005,0.0005,0.000211538,0.000365385,0.00025,0.000557692,0.000384615,0.000326923,0.000288462,0.000326923,0.000346154,
0.000423077,0.000346154,0.000307692,0.000480769,0.000461538,0.000346154,0.000346154,0.000326923,0.000384615,0.000461538,0.000326923,0,0.000596154,0.000519231,0.000442308,0.000346154,0.000307692,0.000384615,0.000480769,0.000307692,0.000461538,0.000403846,0.000423077,0.000288462,0.000153846,0.000269231,0.000346154,0.000365385,0.000442308,0.000346154,0.000269231,0.000384615,0.000211538,0.000403846,0.000403846,0.000346154,0.000326923,0.000288462,0.000288462,0.000269231,0.000365385,0.00025,0.000538462,0.00025,0.000365385,0.000423077,0.000423077,0.000461538,0.000307692,0.000346154,0.000346154,0.000403846,
0.000442308,0.000365385,0.000346154,0.000307692,0.000480769,0.000442308,0.000288462,0.000346154,0.000346154,0.000384615,0.000326923,0.000442308,0,0.000307692,0.000384615,0.000365385,0.000346154,0.000461538,0.000288462,0.000288462,0.000326923,0.000288462,0.000461538,0.000423077,0.000307692,0.000403846,0.000326923,0.000461538,0.000423077,0.000384615,0.000403846,0.000326923,0.000423077,0.000365385,0.000230769,0.000326923,0.000384615,0.000346154,0.000423077,0.000538462,0.000442308,0.00025,0.000307692,0.000326923,0.000346154,0.000269231,0.0005,0.000307692,0.000423077,0.000346154,0.000423077,0.000365385,
0.000461538,0.000442308,0.000384615,0.000403846,0.000423077,0.000346154,0.0005,0.000288462,0.000384615,0.000346154,0.000403846,0.000326923,0.000326923,0,0.000365385,0.000423077,0.000269231,0.000307692,0.000307692,0.000288462,0.000365385,0.000326923,0.000461538,0.000346154,0.000384615,0.000365385,0.000211538,0.0005,0.000365385,0.000538462,0.000307692,0.0005,0.000423077,0.000269231,0.000423077,0.000288462,0.000269231,0.0005,0.00025,0.000461538,0.000403846,0.000288462,0.00025,0.000365385,0.000269231,0.000576923,0.000288462,0.00025,0.000269231,0.000634615,0.000384615,0.000288462,
0.00025,0.000423077,0.000423077,0.000134615,0.000480769,0.000365385,0.000519231,0.000384615,0.000365385,0.000423077,0.000442308,0.000403846,0.000442308,0.000403846,0,0.000557692,0.0005,0.000307692,0.000269231,0.000326923,0.000384615,0.000346154,0.000326923,0.000307692,0.0005,0.000403846,0.000403846,0.000326923,0.000269231,0.000346154,0.000365385,0.000365385,0.000365385,0.000192308,0.000269231,0.000480769,0.000365385,0.00025,0.000461538,0.000365385,0.000288462,0.000326923,0.000423077,0.000384615,0.000365385,0.000403846,0.000269231,0.000384615,0.000461538,0.00025,0.000403846,0.000346154,
0.000384615,0.000557692,0.000288462,0.000288462,0.000384615,0.000346154,0.000403846,0.000192308,0.000269231,0.000519231,0.000442308,0.000326923,0.000307692,0.000461538,0.000346154,0,0.000346154,0.000365385,0.000384615,0.000365385,0.0005,0.000461538,0.000326923,0.000326923,0.000326923,0.000173077,0.000461538,0.000326923,0.000326923,0.000480769,0.000442308,0.000634615,0.000365385,0.000423077,0.000384615,0.000480769,0.000403846,0.0005,0.000288462,0.000153846,0.000442308,0.000288462,0.000480769,0.000365385,0.000211538,0.000269231,0.000403846,0.00025,0.000269231,0.000307692,0.000326923,0.000480769,
0.000288462,0.000576923,0.000384615,0.000423077,0.000230769,0.000307692,0.000365385,0.000615385,0.000326923,0.000403846,0.000384615,0.000326923,0.000326923,0.000269231,0.000326923,0.000307692,0,0.000346154,0.000288462,0.000365385,0.000403846,0.000307692,0.000269231,0.000307692,0.000403846,0.000307692,0.000346154,0.000442308,0.000346154,0.000365385,0.000461538,0.000596154,0.000442308,0.000346154,0.000326923,0.000480769,0.000403846,0.000461538,0.000346154,0.000480769,0.000461538,0.000134615,0.000442308,0.000269231,0.000384615,0.000346154,0.000346154,0.000346154,0.000365385,0.000288462,0.000365385,0.000365385,
0.000384615,0.000365385,0.000403846,0.000480769,0.000211538,0.000346154,0.000365385,0.000442308,0.000384615,0.000423077,0.000442308,0.000384615,0.000288462,0.000346154,0.000423077,0.000365385,0.000230769,0,0.00025,0.000326923,0.000269231,0.000423077,0.000423077,0.000192308,0.000346154,0.00025,0.000346154,0.000365385,0.000461538,0.000442308,0.000346154,0.000384615,0.000346154,0.000461538,0.000519231,0.000326923,0.000442308,0.000384615,0.000384615,0.000269231,0.000365385,0.000326923,0.000461538,0.000384615,0.000461538,0.000307692,0.000615385,0.000423077,0.000403846,0.000326923,0.000307692,0.000326923,
0.000307692,0.000346154,0.0005,0.000423077,0.000288462,0.000384615,0.000442308,0.000442308,0.000326923,0.000384615,0.000403846,0.000326923,0.000288462,0.000423077,0.000384615,0.000307692,0.0005,0.000480769,0,0.000230769,0.000365385,0.000230769,0.000365385,0.000480769,0.000461538,0.000384615,0.000403846,0.000403846,0.000442308,0.000403846,0.000269231,0.000192308,0.000288462,0.000557692,0.00025,0.0005,0.000326923,0.000326923,0.000269231,0.000403846,0.000423077,0.000288462,0.000423077,0.000346154,0.000365385,0.000461538,0.000403846,0.000326923,0.000365385,0.000346154,0.000230769,0.000403846,
0.000365385,0.000384615,0.000442308,0.000403846,0.000480769,0.000307692,0.000346154,0.000538462,0.000365385,0.000519231,0.000307692,0.000288462,0.000326923,0.000326923,0.000346154,0.000230769,0.000365385,0.000326923,0.000384615,0,0.000153846,0.000192308,0.000346154,0.000403846,0.00025,0.000403846,0.000423077,0.000480769,0.000211538,0.000384615,0.000442308,0.000403846,0.000461538,0.000403846,0.000384615,0.000538462,0.000538462,0.000384615,0.000326923,0.000192308,0.000480769,0.000365385,0.000346154,0.000326923,0.000403846,0.000461538,0.000346154,0.000230769,0.000365385,0.000423077,0.000480769,0.000346154,
0.000384615,0.000307692,0.000365385,0.00025,0.000365385,0.000403846,0.000365385,0.000442308,0.000461538,0.000326923,0.000307692,0.000269231,0.000288462,0.000346154,0.000384615,0.000365385,0.000442308,0.000403846,0.000403846,0.000346154,0,0.000461538,0.000403846,0.000538462,0.000538462,0.000403846,0.000346154,0.000288462,0.000365385,0.000403846,0.0005,0.000538462,0.000192308,0.000442308,0.000365385,0.000307692,0.000326923,0.000346154,0.000307692,0.000326923,0.000173077,0.000442308,0.000480769,0.000480769,0.000192308,0.000423077,0.000384615,0.000326923,0.000365385,0.000365385,0.000346154,0.000346154,
0.000365385,0.000326923,0.000365385,0.00025,0.000480769,0.000403846,0.000365385,0.00025,0.000326923,0.000288462,0.000384615,0.000307692,0.000384615,0.000269231,0.000403846,0.000480769,0.000442308,0.000211538,0.000442308,0.000365385,0.000519231,0,0.000211538,0.000269231,0.000346154,0.000538462,0.000423077,0.000173077,0.000384615,0.000307692,0.000461538,0.00025,0.000326923,0.000365385,0.000307692,0.000461538,0.000326923,0.000346154,0.000480769,0.000461538,0.000384615,0.000326923,0.000423077,0.000423077,0.000461538,0.000211538,0.000403846,0.000326923,0.000346154,0.000423077,0.000557692,0.000442308,
0.000365385,0.000403846,0.000326923,0.000269231,0.000461538,0.000480769,0.000442308,0.000365385,0.000480769,0.000326923,0.000288462,0.000365385,0.000480769,0.000365385,0.000346154,0.000307692,0.000519231,0.000307692,0.000230769,0.000423077,0.000326923,0.000519231,0,0.000288462,0.000384615,0.00025,0.000384615,0.000346154,0.000480769,0.000442308,0.000346154,0.000230769,0.000326923,0.000326923,0.000461538,0.000269231,0.000461538,0.000346154,0.000192308,0.000480769,0.000230769,0.000461538,0.000346154,0.000346154,0.000403846,0.000442308,0.000423077,0.000307692,0.000403846,0.000288462,0.000461538,0.000288462,
0.000346154,0.000288462,0.000307692,0.000461538,0.000288462,0.000346154,0.000384615,0.000442308,0.000326923,0.000596154,0.00025,0.000326923,0.0005,0.000442308,0.000269231,0.000596154,0.000480769,0.000403846,0.000403846,0.000346154,0.000365385,0.000384615,0.000461538,0,0.00025,0.000346154,0.000480769,0.000288462,0.000211538,0.000538462,0.000307692,0.00025,0.000365385,0.000307692,0.000326923,0.00025,0.000173077,0.000461538,0.000403846,0.000365385,0.000365385,0.000461538,0.000461538,0.000461538,0.000365385,0.000326923,0.000326923,0.000461538,0.000365385,0.000384615,0.00025,0.000346154,
0.000384615,0.000307692,0.000365385,0.000269231,0.000403846,0.000307692,0.000307692,0.000346154,0.000326923,0.000403846,0.00025,0.000346154,0.000538462,0.000326923,0.000384615,0.000307692,0.000403846,0.000365385,0.000480769,0.000365385,0.000384615,0.000519231,0.000384615,0.000519231,0,0.00025,0.000326923,0.000442308,0.000326923,0.000230769,0.000326923,0.000480769,0.000346154,0.0005,0.000423077,0.000384615,0.000365385,0.000269231,0.000288462,0.000423077,0.000307692,0.000423077,0.000403846,0.000269231,0.000423077,0.000365385,0.000288462,0.000269231,0.000557692,0.000423077,0.000288462,0.000442308,
0.000346154,0.000423077,0.000307692,0.000307692,0.000346154,0.000384615,0.000384615,0.000346154,0.000288462,0.000538462,0.000230769,0.000288462,0.000346154,0.000519231,0.000307692,0.000192308,0.000365385,0.000461538,0.000365385,0.000384615,0.000365385,0.000365385,0.000365385,0.000423077,0.000346154,0,0.000288462,0.000326923,0.000442308,0.000423077,0.000461538,0.000384615,0.000307692,0.000384615,0.000326923,0.000384615,0.000615385,0.000288462,0.000346154,0.000365385,0.000326923,0.000403846,0.000173077,0.000346154,0.000384615,0.000403846,0.000288462,0.000461538,0.000384615,0.000480769,0.00025,0.000384615,
